dow,hr,min,stage,No.of waiting,Reason,Serviece time
6,20,8,2,31,0,620
0,10,34,4,28,0,266
5,0,7,4,35,2,336
5,20,17,2,8,3,132.8
3,0,14,4,20,2,198
0,15,25,2,15,0,345
4,22,44,3,7,0,82.6
5,0,16,3,40,1,396
2,11,39,2,42,0,676.2
4,21,26,4,44,1,418
6,9,36,4,1,3,8.9
0,0,27,2,24,0,564
4,10,31,3,7,2,78.4
1,18,21,2,19,2,368.6
1,20,20,3,28,1,257.6
1,20,39,3,31,0,257.3
0,0,13,2,45,2,994.5
1,22,52,3,12,0,100.8
1,22,17,2,11,3,234.3
1,10,20,2,34,2,731
0,0,31,2,8,1,161.6
3,19,40,2,17,3,265.2
4,0,27,4,7,2,46.2
2,20,48,2,37,2,654.9
1,19,2,2,30,0,609
3,0,6,2,6,1,141.6
1,0,40,2,43,1,989
2,20,18,3,47,0,380.7
3,21,50,4,25,3,197.5
3,0,32,2,29,1,649.6
6,0,12,2,49,1,1112.3
2,12,10,2,25,2,552.5
3,0,46,4,44,1,334.4
2,0,5,2,49,2,1053.5
3,0,32,2,14,3,291.2
0,12,14,2,30,1,471
6,9,48,3,31,2,316.2
0,15,39,3,0,2,0
2,20,37,3,2,1,20.2
4,20,58,4,17,0,95.2
1,20,51,2,29,1,600.3
0,22,34,2,19,2,359.1
4,19,18,3,13,3,132.6
4,19,44,2,11,1,167.2
5,0,19,2,7,2,113.4
0,9,43,3,34,2,326.4
4,0,10,2,15,3,256.5
2,19,56,4,36,2,234
5,18,43,3,2,2,17.2
0,21,53,4,38,3,235.6
2,12,49,2,7,3,164.5
3,21,41,2,36,3,655.2
4,0,2,2,5,1,92.5
5,0,21,2,49,1,749.7
4,11,28,3,36,2,349.2
5,0,25,3,41,2,475.6
5,20,34,4,10,3,50
4,18,20,4,31,0,257.3
2,19,32,3,6,2,55.8
0,0,44,3,23,2,218.5
3,0,9,3,30,0,276
5,20,50,2,30,3,687
5,0,22,3,9,1,91.8
2,18,1,3,25,2,237.5
2,0,9,3,3,1,29.7
2,12,16,3,37,2,347.8
0,16,16,2,10,3,194
6,0,32,3,8,1,79.2
4,22,9,2,28,3,568.4
4,18,54,2,24,1,506.4
6,0,17,2,9,0,188.1
5,18,50,4,4,3,30
1,19,27,2,47,2,784.9
2,22,55,2,17,3,350.2
5,0,44,2,36,3,543.6
1,0,55,3,1,1,11.5
2,20,55,2,38,1,615.6
1,9,47,2,45,2,1120.5
6,14,48,4,15,1,139.5
0,19,21,3,21,0,224.7
2,10,18,2,6,2,133.8
5,22,23,3,5,0,51.5
6,18,7,2,27,0,504.9
0,0,9,3,19,3,212.8
5,22,55,2,46,3,975.2
4,0,26,3,47,2,423
1,0,53,3,42,2,428.4
0,18,9,3,13,3,141.7
6,16,34,3,37,3,307.1
1,18,11,2,43,2,963.2
4,18,28,3,11,3,96.8
6,10,53,2,41,2,943
1,12,54,3,28,1,324.8
2,9,23,2,7,1,121.8
3,0,41,2,22,1,409.2
1,21,27,3,35,0,402.5
0,16,11,2,1,3,15.8
6,10,6,3,27,1,226.8
1,0,16,2,33,0,650.1
3,20,6,3,49,2,426.3
4,19,48,2,33,3,554.4
0,16,4,2,46,2,1030.4
6,14,25,2,43,0,898.7
3,21,23,2,32,1,640
0,0,54,3,39,2,386.1
4,18,38,3,2,3,21
2,0,10,4,6,0,42
0,0,48,2,28,3,660.8
5,0,47,4,19,1,182.4
6,9,7,2,16,0,265.6
1,19,9,2,41,3,836.4
2,20,18,4,35,2,234.5
6,11,56,4,46,1,308.2
5,18,10,4,5,0,36.5
2,19,55,2,2,3,38
0,9,38,3,5,3,53
6,16,37,2,24,1,470.4
2,9,56,3,33,1,290.4
5,22,11,4,44,1,396
5,22,43,3,9,2,93.6
1,10,20,2,26,0,403
0,0,25,3,42,1,403.2
5,21,26,4,46,3,340.4
4,0,13,2,46,1,1062.6
1,0,41,2,49,0,749.7
2,0,53,4,20,3,174
4,0,14,3,32,2,377.6
4,0,25,2,47,3,799
3,10,30,2,31,2,725.4
5,18,49,4,33,3,257.4
0,20,22,2,18,3,414
1,20,51,3,24,1,288
3,20,34,4,18,0,136.8
1,21,46,4,20,3,150
0,11,7,2,30,3,516
4,18,19,4,30,2,192
1,0,25,3,37,2,340.4
0,16,1,2,25,0,470
2,12,45,2,31,3,589
4,0,51,2,23,3,349.6
6,18,38,2,28,2,515.2
6,18,38,3,3,0,26.1
2,18,35,3,18,0,194.4
0,11,25,2,37,2,921.3
2,22,7,3,0,0,0
5,9,48,4,45,3,315
6,15,30,3,26,3,262.6
2,0,16,3,35,3,287
3,9,31,4,49,2,245
6,12,32,2,31,1,771.9
3,0,9,2,5,2,88.5
5,22,46,3,29,1,339.3
1,0,47,3,36,0,349.2
3,18,42,2,33,2,775.5
3,11,31,4,0,1,0
2,0,16,3,14,1,128.8
1,9,3,2,30,0,702
5,22,11,2,20,0,456
4,0,33,2,3,3,64.2
2,22,30,2,12,0,261.6
6,0,24,2,48,3,993.6
5,22,17,4,31,2,179.8
2,0,30,2,8,0,121.6
0,14,25,2,46,2,1062.6
3,9,8,3,43,0,361.2
2,10,16,2,22,1,363
6,17,19,2,43,3,877.2
1,0,2,3,47,2,559.3
4,0,58,3,16,3,132.8
6,15,38,3,29,3,246.5
3,20,7,3,41,3,471.5
6,0,36,3,20,2,228
4,11,16,3,6,3,61.8
2,21,50,2,49,2,759.5
4,10,8,3,29,3,249.4
0,16,52,2,40,1,628
3,21,4,3,0,0,0
6,0,3,2,46,0,832.6
5,0,50,2,23,0,409.4
0,19,54,4,23,2,174.8
4,20,35,2,22,3,499.4
0,0,57,2,22,2,517
0,21,55,3,27,1,288.9
2,22,45,2,47,1,1081
2,0,38,3,34,2,350.2
1,0,20,2,32,1,726.4
2,19,53,2,4,3,80
2,21,49,2,10,0,209
2,0,8,4,10,1,75
5,19,48,3,43,3,421.4
4,19,34,3,23,0,236.9
3,19,13,3,8,0,67.2
2,18,9,2,6,2,103.8
4,12,5,4,20,2,128
1,18,2,2,31,1,539.4
0,20,11,2,12,3,206.4
1,20,26,2,6,1,123
5,0,23,3,13,2,141.7
1,19,20,3,40,1,380
0,14,31,3,39,1,393.9
2,9,35,4,0,3,0
4,21,51,3,32,0,364.8
3,22,49,2,5,1,81.5
3,0,35,3,33,0,264
3,22,30,4,47,1,310.2
0,21,39,2,46,2,846.4
1,19,36,2,14,3,261.8
0,11,26,3,38,2,323
0,9,18,2,49,1,1009.4
2,9,36,2,0,1,0
3,9,32,2,4,3,70.4
0,10,39,2,19,1,433.2
1,0,55,2,33,0,686.4
4,0,54,3,5,1,51
1,0,53,3,2,3,21.2
4,0,56,2,37,1,777
1,21,7,2,24,2,465.6
3,19,49,2,6,0,149.4
0,0,45,3,4,3,38.4
0,0,21,2,23,0,510.6
0,15,17,2,40,1,760
2,0,50,3,2,2,22
3,18,56,3,18,3,165.6
6,22,2,3,36,0,374.4
3,0,16,3,7,3,57.4
3,12,47,2,15,3,325.5
5,0,21,3,42,1,470.4
4,20,50,2,37,1,584.6
3,19,37,4,42,1,222.6
4,0,16,3,26,1,254.8
5,18,32,2,26,2,631.8
1,0,21,2,10,3,224
4,9,55,2,17,3,338.3
3,0,51,2,28,0,649.6
1,12,54,2,41,3,754.4
4,19,53,3,46,3,464.6
4,10,13,4,31,0,275.9
3,20,58,3,37,2,392.2
4,18,13,2,39,0,951.6
5,10,15,2,41,3,979.9
0,0,28,4,18,1,149.4
6,19,30,2,14,2,228.2
0,10,1,3,48,2,446.4
6,0,2,3,34,1,404.6
1,22,20,3,4,0,38
2,0,43,4,8,2,55.2
1,18,7,3,24,1,268.8
4,18,24,4,0,3,0
3,0,29,2,20,0,412
2,20,37,3,24,0,220.8
3,18,55,2,7,3,167.3
6,0,56,3,16,2,163.2
4,19,27,4,1,3,7.5
0,10,58,3,42,0,352.8
2,9,13,2,23,2,361.1
2,18,8,3,5,2,55.5
2,9,2,3,21,3,228.9
2,19,2,4,27,3,224.1
1,0,9,2,1,3,21.3
5,18,33,2,19,3,442.7
1,12,8,2,6,1,141.6
1,0,30,2,47,0,822.5
2,18,3,4,46,3,404.8
4,21,40,3,42,3,499.8
3,21,8,2,30,2,618
4,18,37,2,5,3,104.5
0,20,22,2,5,1,93
0,9,35,4,2,0,18.2
1,11,21,3,44,2,431.2
4,0,48,2,25,2,377.5
3,18,23,3,20,0,172
3,11,27,3,32,2,313.6
4,0,21,3,7,1,75.6
0,0,43,3,18,3,163.8
6,0,18,3,38,2,421.8
1,20,50,2,5,0,85.5
3,9,34,3,32,1,374.4
0,14,54,3,28,0,305.2
0,10,25,2,29,0,548.1
5,22,3,2,17,3,350.2
0,19,8,2,49,2,1117.2
1,20,52,4,49,1,475.3
2,12,7,3,3,2,33.3
3,20,48,3,44,3,382.8
1,0,51,4,4,0,25.2
0,9,11,3,2,3,17.8
5,21,46,3,24,2,223.2
1,22,0,4,39,0,273
4,0,38,2,46,0,782
1,19,27,2,44,3,836
4,20,42,4,9,2,48.6
5,10,7,2,39,2,659.1
4,9,2,4,47,3,272.6
2,10,52,3,18,2,153
0,17,34,2,7,3,144.2
5,11,18,3,14,3,135.8
6,11,40,2,22,1,389.4
2,9,18,2,13,2,234
3,18,1,4,29,2,197.2
2,12,7,2,9,3,178.2
3,20,52,2,27,2,440.1
2,0,27,4,27,2,245.7
4,0,32,4,0,2,0
5,18,44,2,10,2,199
3,20,16,2,19,2,294.5
2,0,21,3,34,1,377.4
1,0,33,3,23,0,220.8
3,20,15,2,40,0,844
5,22,9,4,7,2,66.5
1,12,41,4,1,1,9.5
0,0,16,2,10,1,199
3,0,2,2,39,2,881.4
6,19,58,2,47,2,822.5
3,0,57,3,43,3,404.2
3,0,2,2,3,3,73.8
1,22,2,3,29,1,304.5
4,20,15,2,22,3,451
3,0,13,2,48,3,1084.8
5,18,17,4,8,1,48
6,21,57,3,43,2,490.2
5,0,11,3,13,2,110.5
3,19,7,4,26,3,208
1,0,9,3,43,1,477.3
4,21,57,2,43,1,662.2
0,21,39,4,49,0,284.2
4,12,20,2,0,0,0
1,0,1,2,22,3,347.6
5,20,46,3,26,1,249.6
5,18,35,4,17,1,158.1
5,10,26,3,2,2,23.6
6,20,42,2,21,2,348.6
4,18,42,3,19,2,174.8
6,17,49,3,2,1,20.2
0,16,38,3,11,1,95.7
6,21,29,2,42,1,634.2
6,19,7,4,42,1,378
3,21,58,2,18,3,309.6
5,0,36,3,10,2,110
3,20,28,3,0,0,0
3,20,47,3,15,1,163.5
1,10,37,3,3,1,28.5
3,0,8,2,11,0,203.5
2,0,5,4,23,3,193.2
2,0,56,4,46,1,326.6
1,10,32,4,17,0,164.9
1,21,6,3,10,1,116
5,0,56,2,20,0,318
1,12,13,2,31,3,592.1
3,0,23,3,38,0,315.4
1,21,49,2,18,2,291.6
2,12,12,2,9,1,155.7
6,0,9,2,32,1,704
3,20,21,3,16,0,168
4,12,51,2,5,3,75.5
5,18,54,2,21,2,504
5,0,3,2,1,3,24
0,20,23,2,26,2,546
1,18,47,2,21,1,464.1
2,0,26,2,34,2,642.6
3,10,40,2,24,3,475.2
3,18,9,2,30,0,501
4,20,49,3,34,2,360.4
0,0,15,2,12,2,266.4
6,11,54,2,26,2,535.6
5,0,51,3,40,2,380
5,21,2,2,28,2,688.8
1,21,23,3,49,0,578.2
2,0,25,2,42,3,869.4
3,18,9,2,27,0,596.7
6,0,45,3,21,3,180.6
1,18,46,3,5,0,54.5
5,0,33,2,29,0,585.8
6,18,19,2,25,3,482.5
5,18,11,4,35,2,175
3,0,52,4,16,3,160
1,0,30,2,9,0,188.1
2,22,34,2,16,3,268.8
6,22,42,2,40,2,732
4,18,42,3,38,2,364.8
6,11,55,3,38,0,315.4
0,11,28,3,8,1,69.6
4,21,58,4,45,1,310.5
5,0,32,2,8,3,174.4
3,22,46,3,1,3,8.2
3,11,8,2,34,2,731
1,0,2,4,12,3,118.8
4,22,12,3,25,3,297.5
1,9,15,3,1,1,11
1,19,57,2,41,1,836.4
6,10,28,4,4,3,25.6
6,18,22,2,41,1,897.9
4,12,30,2,38,2,851.2
2,0,52,3,38,2,353.4
5,0,31,2,17,0,278.8
2,20,11,3,24,0,249.6
5,0,10,2,0,2,0
4,10,50,3,30,3,252
2,0,23,2,34,0,829.6
2,0,4,2,24,1,374.4
6,11,28,4,46,2,345
1,9,34,2,27,0,556.2
1,20,28,3,31,3,359.6
5,0,24,2,39,0,690.3
1,19,3,3,49,3,494.9
4,18,50,2,7,0,137.9
2,18,45,2,8,3,177.6
3,0,26,4,28,3,196
1,20,50,4,41,3,217.3
0,10,0,2,44,0,712.8
4,12,46,2,43,0,842.8
4,18,3,2,19,1,313.5
1,19,51,2,1,0,21.5
4,19,34,3,39,0,468
5,0,25,2,47,1,864.8
3,18,19,2,18,2,307.8
0,20,21,2,2,3,31
3,19,34,3,18,0,181.8
3,21,48,2,46,1,690
5,18,45,3,2,0,16.8
3,10,35,3,39,0,432.9
1,20,45,2,46,2,1044.2
6,22,40,2,38,3,862.6
4,9,28,3,9,3,95.4
1,19,29,3,10,2,112
4,22,11,3,23,1,186.3
6,0,3,4,2,1,17.6
2,21,55,2,15,3,226.5
2,19,16,2,28,2,694.4
3,18,37,4,8,3,49.6
3,9,55,2,8,2,170.4
0,12,26,2,20,1,388
0,18,55,2,7,3,118.3
0,17,14,3,15,0,132
1,0,3,2,11,1,237.6
3,12,13,3,33,1,273.9
1,0,28,3,20,1,200
6,12,9,4,46,0,308.2
2,21,27,2,13,0,283.4
4,0,8,3,43,3,481.6
3,0,36,3,18,0,185.4
6,21,0,2,28,3,456.4
2,0,36,2,38,1,790.4
5,22,11,2,17,0,300.9
4,0,24,3,49,2,499.8
6,0,14,2,37,1,869.5
0,12,31,2,36,1,756
3,21,39,3,12,1,144
6,12,10,3,3,1,27
5,18,9,2,47,1,752
3,22,54,2,36,3,820.8
3,22,34,4,29,0,153.7
1,20,24,2,40,2,604
5,10,18,2,26,0,598
3,21,58,3,16,2,153.6
3,0,9,4,17,0,151.3
2,18,16,2,34,2,829.6
3,0,10,4,33,1,204.6
2,0,36,3,5,2,47.5
6,11,45,3,33,3,297
6,0,7,2,20,3,478
0,12,30,3,22,0,215.6
2,21,31,2,48,3,1089.6
1,19,28,2,17,2,283.9
4,22,36,2,26,3,590.2
5,21,30,2,27,0,491.4
6,9,0,2,30,0,630
1,21,18,3,27,0,280.8
4,0,1,3,20,2,236
4,0,35,3,8,0,90.4
2,20,28,4,33,1,207.9
4,22,7,4,8,2,50.4
4,11,46,3,9,3,103.5
6,18,34,2,11,0,269.5
2,19,29,3,27,2,224.1
5,22,4,2,43,0,722.4
2,11,51,4,43,2,369.8
3,18,13,3,17,1,192.1
2,12,53,2,23,2,354.2
0,0,6,3,9,2,107.1
1,22,20,2,49,0,960.4
3,11,36,4,48,0,254.4
3,21,11,2,49,3,833
4,0,15,3,42,0,432.6
6,22,56,2,17,2,382.5
6,9,30,3,22,3,257.4
0,10,18,3,44,1,435.6
4,18,19,2,29,0,646.7
3,0,57,2,49,0,808.5
2,20,44,4,13,3,66.3
5,0,13,2,26,1,574.6
5,21,39,4,48,2,297.6
3,19,1,2,38,2,585.2
2,0,35,2,15,2,370.5
6,10,49,3,2,1,21
2,21,39,3,29,1,304.5
0,12,27,4,38,0,250.8
4,0,3,2,46,1,809.6
0,18,10,2,46,2,786.6
0,21,9,3,27,2,315.9
3,12,6,4,17,2,164.9
0,15,27,4,38,2,345.8
2,10,56,2,29,0,661.2
1,0,39,3,29,0,281.3
4,0,40,3,11,0,100.1
6,14,57,2,44,1,1016.4
1,21,1,3,27,0,256.5
3,11,42,4,42,3,294
1,19,13,2,9,0,180.9
1,18,28,3,14,3,117.6
0,16,45,3,35,1,325.5
3,19,46,2,8,1,157.6
2,0,27,2,12,3,190.8
6,21,21,2,8,1,128.8
4,0,17,4,2,2,15.6
3,21,56,3,34,1,306
3,0,22,4,39,2,210.6
4,21,9,3,16,0,163.2
0,22,16,2,27,0,666.9
4,18,49,3,39,3,366.6
6,15,10,3,13,3,152.1
3,0,49,2,14,2,214.2
3,19,0,4,32,0,227.2
4,0,8,2,12,1,184.8
1,0,13,2,48,1,902.4
4,0,38,2,23,2,446.2
5,18,41,2,47,2,1156.2
3,0,28,3,16,1,153.6
6,0,50,2,3,1,67.2
1,19,34,3,2,1,20.6
3,0,57,3,22,0,231
1,0,48,4,27,2,245.7
6,0,3,3,8,3,71.2
2,22,38,2,15,1,315
0,19,30,3,38,2,387.6
6,0,6,2,2,3,42
4,11,8,3,43,2,468.7
5,0,11,3,1,2,11.5
1,22,35,3,22,2,222.2
5,0,19,3,45,3,499.5
3,21,8,4,39,2,265.2
0,10,24,3,5,3,57
6,10,42,3,34,2,316.2
1,0,11,4,25,2,220
0,15,53,2,37,1,569.8
2,22,24,2,2,1,39.4
1,21,30,4,26,2,143
6,19,20,3,33,3,389.4
1,21,27,3,29,3,319
2,9,33,4,11,1,91.3
3,22,13,2,11,3,266.2
1,9,45,3,46,3,460
0,21,42,4,40,2,228
0,18,2,3,45,3,382.5
6,19,42,2,16,0,387.2
0,19,21,3,19,3,201.4
5,22,28,4,38,0,205.2
4,10,37,2,42,2,966
3,0,18,2,29,3,542.3
2,0,7,2,40,3,912
3,22,40,2,24,2,525.6
1,19,21,3,39,0,390
6,0,13,3,40,2,328
5,9,19,2,15,3,324
2,19,45,2,48,3,897.6
0,14,12,2,3,3,55.2
6,0,2,3,12,1,133.2
4,22,30,4,46,0,377.2
4,0,39,4,15,0,78
2,18,31,3,47,3,488.8
1,0,53,2,18,2,307.8
3,10,54,3,25,3,257.5
2,22,27,2,43,2,967.5
5,22,50,3,16,1,161.6
1,0,23,3,7,2,60.2
5,12,57,2,15,1,309
2,20,44,2,14,0,249.2
0,0,58,2,34,0,561
4,22,56,4,45,0,328.5
6,0,58,3,1,0,9.4
3,10,17,2,7,0,137.9
1,0,27,2,44,3,844.8
6,22,4,2,36,0,576
2,11,10,2,36,3,788.4
4,20,44,3,33,1,379.5
0,0,53,2,24,3,468
1,0,0,2,38,2,706.8
2,19,43,2,12,2,240
4,20,34,2,36,2,723.6
5,19,57,2,10,3,231
3,0,34,4,18,0,104.4
0,19,19,3,30,0,264
4,22,57,2,49,0,906.5
0,11,52,2,14,2,350
5,20,2,2,10,1,156
1,18,4,3,21,0,218.4
1,22,16,3,37,0,384.8
6,20,38,4,8,1,57.6
5,20,50,3,6,0,67.8
2,20,4,3,17,0,183.6
2,18,35,3,49,3,504.7
5,20,48,2,37,0,610.5
4,22,3,2,41,0,873.3
4,0,21,2,40,1,712
1,18,14,2,40,3,848
1,21,0,2,6,3,99
1,12,41,3,11,0,115.5
0,10,27,4,32,3,166.4
1,21,42,3,22,2,184.8
2,18,5,4,13,2,71.5
5,0,35,2,24,2,453.6
2,0,55,2,32,0,678.4
1,0,54,2,0,3,0
2,20,57,2,23,2,469.2
5,0,40,2,37,3,610.5
1,10,3,2,23,0,377.2
5,0,57,2,31,3,719.2
6,0,56,2,33,0,719.4
6,9,42,3,3,3,31.5
5,19,30,4,12,1,61.2
3,19,39,2,15,1,286.5
4,18,33,4,15,1,120
6,0,30,4,29,2,234.9
4,0,54,2,33,3,613.8
1,0,47,2,3,1,61.5
6,17,36,3,31,2,306.9
1,21,7,3,39,0,464.1
4,0,43,2,46,2,910.8
0,22,13,3,2,0,22.6
4,0,38,3,6,3,65.4
1,0,25,2,27,2,494.1
1,21,40,2,29,3,481.4
1,21,58,2,45,0,999
2,19,56,2,32,0,608
3,0,30,3,7,1,80.5
6,0,9,3,49,1,519.4
1,9,17,2,37,2,555
1,0,34,2,2,1,44.2
1,20,25,2,35,1,637
1,19,29,2,39,2,616.2
5,0,57,2,24,1,475.2
3,18,31,2,27,0,669.6
4,20,11,4,15,3,85.5
1,0,5,4,36,0,230.4
5,0,10,3,48,2,451.2
2,21,7,2,44,1,831.6
1,20,50,2,36,1,788.4
4,18,13,2,27,0,637.2
4,21,13,2,40,1,748
6,0,7,2,36,2,748.8
1,0,47,2,27,1,645.3
6,11,55,4,49,3,367.5
4,22,46,2,0,3,0
2,19,17,3,26,1,296.4
5,0,17,2,21,3,344.4
6,22,14,2,44,3,1056
3,19,47,2,47,3,719.1
5,12,37,2,22,3,457.6
1,21,23,3,2,0,19.2
1,0,49,4,15,3,127.5
6,14,0,3,16,1,142.4
6,14,16,3,36,1,399.6
4,10,38,2,14,3,225.4
3,0,3,3,13,3,122.2
2,9,30,3,5,3,59
6,19,9,3,29,1,269.7
5,0,37,3,40,0,392
0,14,40,3,37,0,333
1,22,14,3,14,1,142.8
1,19,52,2,41,3,631.4
2,0,30,4,45,2,342
4,0,0,4,26,1,205.4
4,0,23,3,36,3,424.8
0,9,24,2,49,3,950.6
3,10,17,2,12,3,196.8
0,18,36,3,0,0,0
0,11,9,3,42,1,424.2
2,21,28,4,27,0,183.6
1,12,52,2,38,2,684
6,10,25,2,20,1,486
6,10,57,4,30,2,198
5,20,49,3,32,0,265.6
5,12,17,3,19,1,226.1
5,0,3,4,20,1,180
4,19,34,2,13,1,308.1
6,15,24,4,2,2,10.2
5,0,28,3,25,3,225
5,0,54,3,19,3,191.9
2,0,10,2,6,0,150
0,19,3,2,12,0,193.2
5,12,5,2,7,2,173.6
2,18,2,3,4,2,36.8
1,0,42,3,18,1,196.2
1,0,47,2,32,0,627.2
5,0,4,4,12,2,115.2
3,11,51,2,35,3,745.5
5,10,15,4,38,0,235.6
2,22,8,2,17,1,307.7
5,11,0,4,36,2,241.2
6,0,36,2,24,3,590.4
6,0,2,3,34,0,401.2
6,18,26,3,27,0,297
5,20,50,2,13,0,313.3
5,0,24,4,48,2,451.2
2,18,26,2,7,3,163.1
5,0,27,3,15,0,150
4,0,38,4,37,2,225.7
5,12,26,3,5,0,51
3,18,51,2,2,0,46.2
4,21,26,4,9,2,65.7
4,0,50,3,43,0,430
5,21,28,2,7,1,121.1
3,0,49,3,1,1,10.1
3,21,8,3,39,0,358.8
5,22,27,2,17,0,360.4
1,0,31,3,19,3,152
5,9,44,3,23,3,243.8
2,0,15,3,7,2,56.7
3,0,57,3,41,0,332.1
6,14,29,3,29,3,269.7
2,22,37,3,0,2,0
5,0,47,2,1,2,17.3
6,0,19,3,1,3,10.8
3,18,41,2,11,1,253
2,0,44,3,20,0,194
1,0,46,2,2,2,42.8
1,0,15,2,18,2,383.4
0,12,46,3,33,0,306.9
0,0,18,2,36,2,806.4
4,22,29,3,38,0,414.2
1,19,43,2,26,3,512.2
5,19,55,2,30,0,561
1,10,47,3,17,2,146.2
1,20,34,2,18,3,289.8
4,22,8,3,39,3,436.8
3,19,5,4,11,2,77
2,0,19,4,1,2,9
2,0,15,2,41,3,770.8
6,0,53,2,40,2,600
5,21,41,2,42,0,940.8
1,20,53,3,31,1,341
5,10,8,2,42,0,1045.8
5,0,54,3,25,2,267.5
1,19,9,2,27,3,604.8
0,0,43,2,20,1,488
0,9,3,4,12,1,74.4
6,12,32,3,18,0,154.8
5,19,26,2,40,0,920
4,0,41,3,26,2,208
1,22,34,4,42,2,294
2,18,52,2,44,0,677.6
0,20,54,2,20,3,442
5,20,42,2,26,2,473.2
4,0,0,3,0,1,0
0,0,39,4,14,3,100.8
5,0,30,2,5,2,89
0,18,15,2,38,2,832.2
3,22,6,2,1,3,15.7
5,10,2,2,34,2,561
2,0,41,4,4,0,29.6
0,15,3,2,32,1,588.8
0,0,31,3,26,2,239.2
6,15,43,2,39,0,893.1
0,0,22,2,9,3,218.7
1,22,40,4,49,2,308.7
0,16,15,2,21,3,506.1
1,19,23,3,25,1,250
2,12,26,4,7,0,54.6
5,0,42,2,35,2,749
1,22,13,4,17,0,100.3
5,0,21,4,44,0,435.6
1,21,21,2,35,1,742
6,20,40,2,8,1,151.2
6,0,48,2,29,1,591.6
3,11,3,4,36,2,187.2
6,20,50,2,35,1,542.5
3,19,49,2,27,1,604.8
0,22,8,4,29,2,174
3,19,41,3,14,0,151.2
6,0,35,2,45,0,963
5,10,28,2,36,3,669.6
4,0,13,2,44,3,761.2
1,0,7,3,36,3,324
4,19,48,2,11,3,165
0,18,18,2,32,0,627.2
3,21,2,2,3,3,72
6,22,11,2,5,1,120.5
0,0,39,2,33,1,818.4
5,18,57,3,1,1,10.1
0,9,16,3,11,2,103.4
4,0,50,3,18,3,147.6
3,0,41,3,32,3,358.4
4,0,0,2,7,1,156.8
1,0,11,4,3,1,20.7
0,15,21,2,7,2,108.5
4,22,3,3,32,1,281.6
6,10,32,4,21,1,170.1
6,20,13,4,30,2,264
2,0,24,2,40,3,916
2,10,4,3,21,2,226.8
6,19,0,3,14,1,134.4
2,12,11,3,21,2,178.5
0,14,52,2,5,3,98
6,19,57,3,5,0,51
2,0,34,3,18,1,208.8
3,10,26,4,26,0,200.2
6,15,4,2,34,1,683.4
1,21,45,2,26,2,423.8
3,0,24,3,13,1,150.8
6,12,1,2,37,1,888
5,0,58,3,4,2,44
2,0,8,2,9,1,141.3
0,9,30,2,33,2,617.1
4,10,19,4,16,3,116.8
3,19,26,2,28,3,523.6
4,10,57,3,22,1,176
0,21,8,3,23,3,213.9
5,19,5,2,19,0,459.8
6,10,9,2,34,2,595
6,22,28,3,14,0,116.2
2,0,9,2,16,1,344
3,11,58,2,26,3,468
3,0,58,2,46,2,989
6,0,43,2,16,1,296
6,20,11,2,37,1,762.2
5,12,10,3,13,2,117
4,0,27,4,35,2,269.5
4,0,47,3,44,0,479.6
2,21,27,2,10,1,156
1,0,54,3,15,1,139.5
3,0,55,2,8,2,140
2,19,2,2,33,2,610.5
4,18,29,3,11,3,110
0,11,49,2,24,2,396
4,9,25,2,49,3,1043.7
6,20,22,2,46,2,814.2
4,0,58,3,19,1,209
1,21,38,4,39,3,284.7
0,16,24,3,42,3,382.2
2,19,21,4,44,0,286
1,18,22,3,10,0,99
3,18,44,3,38,0,395.2
3,21,19,2,37,0,888
3,20,13,2,40,3,768
5,19,24,2,31,1,570.4
6,0,8,2,19,0,387.6
2,19,15,2,48,0,1171.2
6,19,0,4,33,1,260.7
1,0,17,3,39,1,425.1
4,0,16,3,10,0,84
2,19,20,2,1,1,17.5
0,17,34,4,18,2,91.8
5,20,7,4,5,3,46
2,0,24,2,6,1,138.6
0,18,28,3,10,3,82
1,20,18,2,0,1,0
0,19,40,4,18,0,91.8
5,0,17,3,38,1,372.4
5,22,52,4,35,2,297.5
3,18,28,3,29,3,246.5
1,10,8,4,7,0,37.1
3,18,5,4,29,0,214.6
0,14,18,4,3,1,20.1
5,0,3,3,44,3,462
6,12,22,3,13,1,111.8
2,21,13,4,31,1,282.1
2,18,0,3,22,0,195.8
6,21,49,2,13,3,250.9
6,0,37,4,44,2,343.2
6,21,9,2,1,3,17.9
1,21,58,2,26,1,429
3,10,39,3,39,2,448.5
4,0,0,3,43,1,352.6
3,19,31,2,43,0,713.8
1,22,0,3,41,2,393.6
2,18,50,2,41,1,926.6
5,11,51,3,35,1,399
2,18,4,2,47,3,756.7
1,18,53,2,34,2,680
1,0,10,3,49,1,411.6
1,9,8,2,43,2,924.5
4,12,46,2,38,1,672.6
6,0,42,2,26,0,418.6
5,21,53,2,4,1,86.8
4,0,11,4,22,1,145.2
3,9,42,3,12,1,126
5,18,30,3,14,1,134.4
3,11,19,2,44,1,783.2
2,0,32,3,20,0,230
0,21,2,4,27,2,261.9
1,22,42,3,40,1,448
2,20,32,3,9,1,101.7
1,19,1,2,1,1,18.2
2,0,22,3,3,3,32.7
5,19,43,2,23,2,558.9
2,10,55,2,10,1,169
1,10,25,4,17,1,102
6,0,10,3,14,0,142.8
1,12,11,3,43,3,490.2
3,0,36,4,2,1,13.6
3,0,29,2,23,3,453.1
0,17,7,2,49,3,896.7
